flags,intent,utterance,category,input_ids,attention_mask,labels
BI,registration_problems,where do I report a registration issue?,ACCOUNT,"[101, 8819, 1035, 3471, 102]","[1, 1, 1, 1, 1]","[101, 2073, 2079, 1045, 3189, 1037, 8819, 3277, 1029, 102]"
BIP,contact_human_agent,how could I talk to an agent?,CONTACT,"[101, 3967, 1035, 2529, 1035, 4005, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2129, 2071, 1045, 2831, 2000, 2019, 4005, 1029, 102]"
BP,track_order,I would like to track my last order,ORDER,"[101, 2650, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2052, 2066, 2000, 2650, 2026, 2197, 2344, 102]"
B,create_account,I don't know what I have to do to register,ACCOUNT,"[101, 3443, 1035, 4070, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2123, 1005, 1056, 2113, 2054, 1045, 2031, 2000, 2079, 2000, 4236, 102]"
BK,track_refund,checking refund status,REFUND,"[101, 2650, 1035, 25416, 8630, 102]","[1, 1, 1, 1, 1, 1]","[101, 9361, 25416, 8630, 3570, 102]"
BCEL,complaint,"I am not happy with your work, lodge a complaint",FEEDBACK,"[101, 12087, 102]","[1, 1, 1]","[101, 1045, 2572, 2025, 3407, 2007, 2115, 2147, 1010, 7410, 1037, 12087, 102]"
B,delivery_period,I want assistance checking when will my item arrive,DELIVERY,"[101, 6959, 1035, 2558, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2215, 5375, 9361, 2043, 2097, 2026, 8875, 7180, 102]"
BIP,delete_account,could you help me to delete an account?,ACCOUNT,"[101, 3972, 12870, 1035, 4070, 102]","[1, 1, 1, 1, 1, 1]","[101, 2071, 2017, 2393, 2033, 2000, 3972, 12870, 2019, 4070, 1029, 102]"
B,check_invoice,I don't know what I need to do to check the invoice,INVOICE,"[101, 4638, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2123, 1005, 1056, 2113, 2054, 1045, 2342, 2000, 2079, 2000, 4638, 1996, 1999, 6767, 6610, 102]"
B,cancel_order,I have a problem with cancelling the order I made,ORDER,"[101, 17542, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2031, 1037, 3291, 2007, 17542, 2989, 1996, 2344, 1045, 2081, 102]"
BI,delivery_period,can you tell me about delivery periods?,DELIVERY,"[101, 6959, 1035, 2558, 102]","[1, 1, 1, 1, 1]","[101, 2064, 2017, 2425, 2033, 2055, 6959, 6993, 1029, 102]"
BIP,review,could I leave a review for a service?,FEEDBACK,"[101, 3319, 102]","[1, 1, 1]","[101, 2071, 1045, 2681, 1037, 3319, 2005, 1037, 2326, 1029, 102]"
BI,delete_account,what do I have to do to delete the account?,ACCOUNT,"[101, 3972, 12870, 1035, 4070, 102]","[1, 1, 1, 1, 1, 1]","[101, 2054, 2079, 1045, 2031, 2000, 2079, 2000, 3972, 12870, 1996, 4070, 1029, 102]"
BI,edit_account,what do I have to do to edit my personal information?,ACCOUNT,"[101, 10086, 1035, 4070, 102]","[1, 1, 1, 1, 1]","[101, 2054, 2079, 1045, 2031, 2000, 2079, 2000, 10086, 2026, 3167, 2592, 1029, 102]"
BL,newsletter_subscription,I have got to cancel the corporate newsletter subscription,NEWSLETTER,"[101, 17178, 1035, 15002, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2031, 2288, 2000, 17542, 1996, 5971, 17178, 15002, 102]"
B,review,help me to submit some feedback,FEEDBACK,"[101, 3319, 102]","[1, 1, 1]","[101, 2393, 2033, 2000, 12040, 2070, 12247, 102]"
BIM,recover_password,can you give me information about forgotten passwords?,ACCOUNT,"[101, 8980, 1035, 20786, 102]","[1, 1, 1, 1, 1]","[101, 2064, 2017, 2507, 2033, 2592, 2055, 6404, 20786, 2015, 1029, 102]"
BI,review,how can I submit some feedback?,FEEDBACK,"[101, 3319, 102]","[1, 1, 1]","[101, 2129, 2064, 1045, 12040, 2070, 12247, 1029, 102]"
BCILQZ,check_cancellation_fee,i have to check the  early termination fee can uhelp me,CANCELLATION_FEE,"[101, 4638, 1035, 16990, 1035, 7408, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2031, 2000, 4638, 1996, 2220, 18287, 7408, 2064, 7910, 2884, 2361, 2033, 102]"
BM,cancel_order,I want to know more about order cancelations,ORDER,"[101, 17542, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2215, 2000, 2113, 2062, 2055, 2344, 17542, 10708, 102]"
BI,check_invoice,how to take a quick look at my invoice?,INVOICE,"[101, 4638, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2129, 2000, 2202, 1037, 4248, 2298, 2012, 2026, 1999, 6767, 6610, 1029, 102]"
BIM,place_order,where do I buy a few of your item?,ORDER,"[101, 2173, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 2073, 2079, 1045, 4965, 1037, 2261, 1997, 2115, 8875, 1029, 102]"
B,newsletter_subscription,check the status of my company newsletter subscription,NEWSLETTER,"[101, 17178, 1035, 15002, 102]","[1, 1, 1, 1, 1]","[101, 4638, 1996, 3570, 1997, 2026, 2194, 17178, 15002, 102]"
B,review,I am calling to submit some feedback for your company,FEEDBACK,"[101, 3319, 102]","[1, 1, 1]","[101, 1045, 2572, 4214, 2000, 12040, 2070, 12247, 2005, 2115, 2194, 102]"
BE,check_refund_policy,I do not know how I can check your refund policy,REFUND,"[101, 4638, 1035, 25416, 8630, 1035, 3343, 102]","[1, 1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2079, 2025, 2113, 2129, 1045, 2064, 4638, 2115, 25416, 8630, 3343, 102]"
B,check_invoice,I want assistance to check the invoice,INVOICE,"[101, 4638, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2215, 5375, 2000, 4638, 1996, 1999, 6767, 6610, 102]"
BE,cancel_order,I do not know how to cancel an order I have made,ORDER,"[101, 17542, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2079, 2025, 2113, 2129, 2000, 17542, 2019, 2344, 1045, 2031, 2081, 102]"
BIP,recover_password,could you help me to recover my password?,ACCOUNT,"[101, 8980, 1035, 20786, 102]","[1, 1, 1, 1, 1]","[101, 2071, 2017, 2393, 2033, 2000, 8980, 2026, 20786, 1029, 102]"
BI,change_order,can you help me to change my last order?,ORDER,"[101, 2689, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 2064, 2017, 2393, 2033, 2000, 2689, 2026, 2197, 2344, 1029, 102]"
BL,recover_password,I have a question about the access key retrieval,ACCOUNT,"[101, 8980, 1035, 20786, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2031, 1037, 3160, 2055, 1996, 3229, 3145, 26384, 102]"
B,edit_account,help me to edit my account,ACCOUNT,"[101, 10086, 1035, 4070, 102]","[1, 1, 1, 1, 1]","[101, 2393, 2033, 2000, 10086, 2026, 4070, 102]"
B,delivery_period,assistance checking when my delivery is going to arrive,DELIVERY,"[101, 6959, 1035, 2558, 102]","[1, 1, 1, 1, 1]","[101, 5375, 9361, 2043, 2026, 6959, 2003, 2183, 2000, 7180, 102]"
BLQZ,check_payment_methods,want help seeing you allowed payment methods,PAYMENT,"[101, 4638, 1035, 7909, 1035, 4725, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2215, 2393, 3773, 2017, 3039, 7909, 4725, 102]"
BL,change_shipping_address,help me correct my delivery address,SHIPPING_ADDRESS,"[101, 2689, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2393, 2033, 6149, 2026, 6959, 4769, 102]"
BEL,check_payment_methods,I do not know how to check the allowed payment options,PAYMENT,"[101, 4638, 1035, 7909, 1035, 4725, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2079, 2025, 2113, 2129, 2000, 4638, 1996, 3039, 7909, 7047, 102]"
B,review,help submitting some feedback for your services,FEEDBACK,"[101, 3319, 102]","[1, 1, 1]","[101, 2393, 12040, 3436, 2070, 12247, 2005, 2115, 2578, 102]"
B,recover_password,give me information about a forgotten password,ACCOUNT,"[101, 8980, 1035, 20786, 102]","[1, 1, 1, 1, 1]","[101, 2507, 2033, 2592, 2055, 1037, 6404, 20786, 102]"
BILQW,edit_account,can uhelp me changing the damn data on my user account,ACCOUNT,"[101, 10086, 1035, 4070, 102]","[1, 1, 1, 1, 1]","[101, 2064, 7910, 2884, 2361, 2033, 5278, 1996, 4365, 2951, 2006, 2026, 5310, 4070, 102]"
BIP,get_refund,would it be possible to get a refund of money?,REFUND,"[101, 2131, 1035, 25416, 8630, 102]","[1, 1, 1, 1, 1, 1]","[101, 2052, 2009, 2022, 2825, 2000, 2131, 1037, 25416, 8630, 1997, 2769, 1029, 102]"
B,contact_customer_service,I have to check what hours I can contact customer service,CONTACT,"[101, 3967, 1035, 8013, 1035, 2326, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2031, 2000, 4638, 2054, 2847, 1045, 2064, 3967, 8013, 2326, 102]"
B,registration_problems,I want help regarding the registration,ACCOUNT,"[101, 8819, 1035, 3471, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2215, 2393, 4953, 1996, 8819, 102]"
B,delivery_period,help to check when my item is going to arrive,DELIVERY,"[101, 6959, 1035, 2558, 102]","[1, 1, 1, 1, 1]","[101, 2393, 2000, 4638, 2043, 2026, 8875, 2003, 2183, 2000, 7180, 102]"
BIM,check_invoice,can I take a quick look at the invoices from six months ago?,INVOICE,"[101, 4638, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2064, 1045, 2202, 1037, 4248, 2298, 2012, 1996, 1999, 6767, 23522, 2013, 2416, 2706, 3283, 1029, 102]"
BLQ,switch_account,want assistance to use another user profile,ACCOUNT,"[101, 6942, 1035, 4070, 102]","[1, 1, 1, 1, 1]","[101, 2215, 5375, 2000, 2224, 2178, 5310, 6337, 102]"
BLZ,contact_human_agent,help chattinb with an operator,CONTACT,"[101, 3967, 1035, 2529, 1035, 4005, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2393, 11834, 7629, 2497, 2007, 2019, 6872, 102]"
B,cancel_order,I need help with cancelling an order,ORDER,"[101, 17542, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2342, 2393, 2007, 17542, 2989, 2019, 2344, 102]"
BL,check_cancellation_fee,I am trying to check the early exit charge,CANCELLATION_FEE,"[101, 4638, 1035, 16990, 1035, 7408, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2572, 2667, 2000, 4638, 1996, 2220, 6164, 3715, 102]"
B,check_refund_policy,I need assistance to check your money back policy,REFUND,"[101, 4638, 1035, 25416, 8630, 1035, 3343, 102]","[1, 1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2342, 5375, 2000, 4638, 2115, 2769, 2067, 3343, 102]"
BI,review,how can I leave a review?,FEEDBACK,"[101, 3319, 102]","[1, 1, 1]","[101, 2129, 2064, 1045, 2681, 1037, 3319, 1029, 102]"
B,review,I try to submit some feedback for a service,FEEDBACK,"[101, 3319, 102]","[1, 1, 1]","[101, 1045, 3046, 2000, 12040, 2070, 12247, 2005, 1037, 2326, 102]"
BI,cancel_order,how can I cancel an order?,ORDER,"[101, 17542, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 2129, 2064, 1045, 17542, 2019, 2344, 1029, 102]"
BIP,delivery_period,could you help me checking when will my item arrive?,DELIVERY,"[101, 6959, 1035, 2558, 102]","[1, 1, 1, 1, 1]","[101, 2071, 2017, 2393, 2033, 9361, 2043, 2097, 2026, 8875, 7180, 1029, 102]"
BI,get_refund,what do I have to do to get a refund of money?,REFUND,"[101, 2131, 1035, 25416, 8630, 102]","[1, 1, 1, 1, 1, 1]","[101, 2054, 2079, 1045, 2031, 2000, 2079, 2000, 2131, 1037, 25416, 8630, 1997, 2769, 1029, 102]"
B,track_order,I want help tracking the last order,ORDER,"[101, 2650, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2215, 2393, 9651, 1996, 2197, 2344, 102]"
BP,delete_account,I would like information about a user account deletion,ACCOUNT,"[101, 3972, 12870, 1035, 4070, 102]","[1, 1, 1, 1, 1, 1]","[101, 1045, 2052, 2066, 2592, 2055, 1037, 5310, 4070, 3972, 20624, 2239, 102]"
BIMP,get_invoice,could you send me the invoices from August?,INVOICE,"[101, 2131, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2071, 2017, 4604, 2033, 1996, 1999, 6767, 23522, 2013, 2257, 1029, 102]"
BL,contact_human_agent,speak to an assistant,CONTACT,"[101, 3967, 1035, 2529, 1035, 4005, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 3713, 2000, 2019, 3353, 102]"
BI,delivery_options,where to check the delivery options?,DELIVERY,"[101, 6959, 1035, 7047, 102]","[1, 1, 1, 1, 1]","[101, 2073, 2000, 4638, 1996, 6959, 7047, 1029, 102]"
BM,check_invoice,help to find the invoices from October,INVOICE,"[101, 4638, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2393, 2000, 2424, 1996, 1999, 6767, 23522, 2013, 2255, 102]"
B,place_order,help buying something,ORDER,"[101, 2173, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 2393, 9343, 2242, 102]"
BI,track_refund,how can I check the refund status?,REFUND,"[101, 2650, 1035, 25416, 8630, 102]","[1, 1, 1, 1, 1, 1]","[101, 2129, 2064, 1045, 4638, 1996, 25416, 8630, 3570, 1029, 102]"
BI,review,can I submit some feedback for a service?,FEEDBACK,"[101, 3319, 102]","[1, 1, 1]","[101, 2064, 1045, 12040, 2070, 12247, 2005, 1037, 2326, 1029, 102]"
BMP,payment_issue,I would like to report issues with payments,PAYMENT,"[101, 7909, 1035, 3277, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2052, 2066, 2000, 3189, 3314, 2007, 10504, 102]"
BM,delivery_options,help me checking what options for delivery I have,DELIVERY,"[101, 6959, 1035, 7047, 102]","[1, 1, 1, 1, 1]","[101, 2393, 2033, 9361, 2054, 7047, 2005, 6959, 1045, 2031, 102]"
B,switch_account,I have got to switch user,ACCOUNT,"[101, 6942, 1035, 4070, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2031, 2288, 2000, 6942, 5310, 102]"
BM,get_invoice,I have to get my invoices,INVOICE,"[101, 2131, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2031, 2000, 2131, 2026, 1999, 6767, 23522, 102]"
BLQZ,create_account,i want hhelp to open another online account for my husband,ACCOUNT,"[101, 3443, 1035, 4070, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2215, 1044, 16001, 2361, 2000, 2330, 2178, 3784, 4070, 2005, 2026, 3129, 102]"
BIL,contact_human_agent,can you help me to talk to a live agent?,CONTACT,"[101, 3967, 1035, 2529, 1035, 4005, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2064, 2017, 2393, 2033, 2000, 2831, 2000, 1037, 2444, 4005, 1029, 102]"
B,set_up_shipping_address,help me setting a new shipping address up,SHIPPING_ADDRESS,"[101, 2275, 1035, 2039, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2393, 2033, 4292, 1037, 2047, 7829, 4769, 2039, 102]"
BI,check_payment_methods,can you help me checking what payment methods you accept?,PAYMENT,"[101, 4638, 1035, 7909, 1035, 4725, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2064, 2017, 2393, 2033, 9361, 2054, 7909, 4725, 2017, 5138, 1029, 102]"
BLQ,contact_human_agent,i try to talk with a human agent,CONTACT,"[101, 3967, 1035, 2529, 1035, 4005, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 3046, 2000, 2831, 2007, 1037, 2529, 4005, 102]"
BI,change_order,is it possible to change an order?,ORDER,"[101, 2689, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 2003, 2009, 2825, 2000, 2689, 2019, 2344, 1029, 102]"
BIL,recover_password,can you help me resetting my PIN code?,ACCOUNT,"[101, 8980, 1035, 20786, 102]","[1, 1, 1, 1, 1]","[101, 2064, 2017, 2393, 2033, 25141, 3436, 2026, 9231, 3642, 1029, 102]"
BK,review,review for a service,FEEDBACK,"[101, 3319, 102]","[1, 1, 1]","[101, 3319, 2005, 1037, 2326, 102]"
BM,registration_problems,I need assistance reporting registration issues,ACCOUNT,"[101, 8819, 1035, 3471, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2342, 5375, 7316, 8819, 3314, 102]"
BL,change_shipping_address,I have an error correcting the shipping address,SHIPPING_ADDRESS,"[101, 2689, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2031, 2019, 7561, 6149, 2075, 1996, 7829, 4769, 102]"
B,edit_account,help to edit my account,ACCOUNT,"[101, 10086, 1035, 4070, 102]","[1, 1, 1, 1, 1]","[101, 2393, 2000, 10086, 2026, 4070, 102]"
BIM,get_invoice,how can I get the invoices from 9 purchases ago?,INVOICE,"[101, 2131, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2129, 2064, 1045, 2131, 1996, 1999, 6767, 23522, 2013, 1023, 17402, 3283, 1029, 102]"
B,review,I need help leaving a review for your company,FEEDBACK,"[101, 3319, 102]","[1, 1, 1]","[101, 1045, 2342, 2393, 2975, 1037, 3319, 2005, 2115, 2194, 102]"
B,check_refund_policy,check under what circumstances can I ask for my money back,REFUND,"[101, 4638, 1035, 25416, 8630, 1035, 3343, 102]","[1, 1, 1, 1, 1, 1, 1, 1]","[101, 4638, 2104, 2054, 6214, 2064, 1045, 3198, 2005, 2026, 2769, 2067, 102]"
B,delivery_period,I want help checking when my item is going to arrive,DELIVERY,"[101, 6959, 1035, 2558, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2215, 2393, 9361, 2043, 2026, 8875, 2003, 2183, 2000, 7180, 102]"
BKLM,registration_problems,signup errors,ACCOUNT,"[101, 8819, 1035, 3471, 102]","[1, 1, 1, 1, 1]","[101, 3696, 6279, 10697, 102]"
BIP,check_payment_methods,could you help me check what payment methods are available?,PAYMENT,"[101, 4638, 1035, 7909, 1035, 4725, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2071, 2017, 2393, 2033, 4638, 2054, 7909, 4725, 2024, 2800, 1029, 102]"
BIM,get_invoice,can I get the invoices from 6 purchases ago?,INVOICE,"[101, 2131, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2064, 1045, 2131, 1996, 1999, 6767, 23522, 2013, 1020, 17402, 3283, 1029, 102]"
BKM,payment_issue,help regarding payments,PAYMENT,"[101, 7909, 1035, 3277, 102]","[1, 1, 1, 1, 1]","[101, 2393, 4953, 10504, 102]"
BEM,place_order,I do not know how I can buy some items,ORDER,"[101, 2173, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2079, 2025, 2113, 2129, 1045, 2064, 4965, 2070, 5167, 102]"
B,set_up_shipping_address,I need assistance to set a new shipping address up,SHIPPING_ADDRESS,"[101, 2275, 1035, 2039, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2342, 5375, 2000, 2275, 1037, 2047, 7829, 4769, 2039, 102]"
B,cancel_order,assistance cancelling an order I have made,ORDER,"[101, 17542, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 5375, 17542, 2989, 2019, 2344, 1045, 2031, 2081, 102]"
BM,payment_issue,I don't know what to do to report issues with payment,PAYMENT,"[101, 7909, 1035, 3277, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2123, 1005, 1056, 2113, 2054, 2000, 2079, 2000, 3189, 3314, 2007, 7909, 102]"
B,check_refund_policy,I don't know how to check your refund policy,REFUND,"[101, 4638, 1035, 25416, 8630, 1035, 3343, 102]","[1, 1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2123, 1005, 1056, 2113, 2129, 2000, 4638, 2115, 25416, 8630, 3343, 102]"
BI,delivery_period,can you help me to check how soon can I expect the item?,DELIVERY,"[101, 6959, 1035, 2558, 102]","[1, 1, 1, 1, 1]","[101, 2064, 2017, 2393, 2033, 2000, 4638, 2129, 2574, 2064, 1045, 5987, 1996, 8875, 1029, 102]"
BL,complaint,help to make a consumer complaint against your business,FEEDBACK,"[101, 12087, 102]","[1, 1, 1]","[101, 2393, 2000, 2191, 1037, 7325, 12087, 2114, 2115, 2449, 102]"
B,cancel_order,I don't know how to cancel the order I made,ORDER,"[101, 17542, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2123, 1005, 1056, 2113, 2129, 2000, 17542, 1996, 2344, 1045, 2081, 102]"
BMP,registration_problems,I would like to report registration issues,ACCOUNT,"[101, 8819, 1035, 3471, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2052, 2066, 2000, 3189, 8819, 3314, 102]"
B,track_refund,I have got to check if there is anything new on my refund,REFUND,"[101, 2650, 1035, 25416, 8630, 102]","[1, 1, 1, 1, 1, 1]","[101, 1045, 2031, 2288, 2000, 4638, 2065, 2045, 2003, 2505, 2047, 2006, 2026, 25416, 8630, 102]"
BL,contact_customer_service,I need help seeing at what time I can call customer service,CONTACT,"[101, 3967, 1035, 8013, 1035, 2326, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2342, 2393, 3773, 2012, 2054, 2051, 1045, 2064, 2655, 8013, 2326, 102]"
B,create_account,I have got to create an account,ACCOUNT,"[101, 3443, 1035, 4070, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2031, 2288, 2000, 3443, 2019, 4070, 102]"
B,check_refund_policy,show me under what circumstances can I ask to be refunded,REFUND,"[101, 4638, 1035, 25416, 8630, 1035, 3343, 102]","[1, 1, 1, 1, 1, 1, 1, 1]","[101, 2265, 2033, 2104, 2054, 6214, 2064, 1045, 3198, 2000, 2022, 25416, 8630, 2098, 102]"
BEM,change_order,I cannot change several items of an order,ORDER,"[101, 2689, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 3685, 2689, 2195, 5167, 1997, 2019, 2344, 102]"
B,check_refund_policy,I want help to check how long refunds take,REFUND,"[101, 4638, 1035, 25416, 8630, 1035, 3343, 102]","[1, 1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2215, 2393, 2000, 4638, 2129, 2146, 25416, 26698, 2202, 102]"
BILQ,contact_customer_service,can ya tell me at what time i can call customer service,CONTACT,"[101, 3967, 1035, 8013, 1035, 2326, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2064, 8038, 2425, 2033, 2012, 2054, 2051, 1045, 2064, 2655, 8013, 2326, 102]"
BIM,check_invoice,can you help me finding my invoices?,INVOICE,"[101, 4638, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2064, 2017, 2393, 2033, 4531, 2026, 1999, 6767, 23522, 1029, 102]"
BCEL,switch_account,"I no longer use this account, I try to change to my new one",ACCOUNT,"[101, 6942, 1035, 4070, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2053, 2936, 2224, 2023, 4070, 1010, 1045, 3046, 2000, 2689, 2000, 2026, 2047, 2028, 102]"
BP,delete_account,I don't know how I could delete my account,ACCOUNT,"[101, 3972, 12870, 1035, 4070, 102]","[1, 1, 1, 1, 1, 1]","[101, 1045, 2123, 1005, 1056, 2113, 2129, 1045, 2071, 3972, 12870, 2026, 4070, 102]"
BK,check_invoice,checking invoice from January,INVOICE,"[101, 4638, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 9361, 1999, 6767, 6610, 2013, 2254, 102]"
BI,cancel_order,how to cancel the last order I made?,ORDER,"[101, 17542, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 2129, 2000, 17542, 1996, 2197, 2344, 1045, 2081, 1029, 102]"
BI,review,is there an e-mail to submit a review for your company?,FEEDBACK,"[101, 3319, 102]","[1, 1, 1]","[101, 2003, 2045, 2019, 1041, 1011, 5653, 2000, 12040, 1037, 3319, 2005, 2115, 2194, 1029, 102]"
BCLQZ,contact_customer_service,wanna speakto customer service help me,CONTACT,"[101, 3967, 1035, 8013, 1035, 2326, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 10587, 3713, 3406, 8013, 2326, 2393, 2033, 102]"
BIMP,get_invoice,could you help me getting the invoice from 10 months ago?,INVOICE,"[101, 2131, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2071, 2017, 2393, 2033, 2893, 1996, 1999, 6767, 6610, 2013, 2184, 2706, 3283, 1029, 102]"
