flags,utterance,category,intent
B,I need help to add an item,ORDER,change_order
BIP,will you show me how long refunds take?,REFUND,check_refund_policy
BCLQ,i have to check what payment methods are allowed help me,PAYMENT,check_payment_methods
BLQ,i need help to chat with a live agent,CONTACT,contact_human_agent
BL,help me open a new account,ACCOUNT,create_account
B,I need to cancel my order,ORDER,cancel_order
BIMP,could you help me reporting issues with payment?,PAYMENT,payment_issue
BE,I do not know how I can check your money back policy,REFUND,check_refund_policy
BIM,can you help me taking a quick look at my invoices?,INVOICE,check_invoice
BCELM,"I cannot register, help me notify of registration errors",ACCOUNT,registration_problems
BM,I want to buy some of your item,ORDER,place_order
B,why I can't set a new shipping address valid up,SHIPPING_ADDRESS,set_up_shipping_address
BL,I don't know what I need to do to speak to an assistant,CONTACT,contact_human_agent
BP,I don't know how I could change my shipping address,SHIPPING_ADDRESS,change_shipping_address
BL,I need help seeing your payment methods,PAYMENT,check_payment_methods
BL,help using another user account,ACCOUNT,switch_account
BIM,what is the customer service working hours?,CONTACT,contact_customer_service
B,I don't know how I can delete my account,ACCOUNT,delete_account
BLMQZ,i want help updating some or my user details,ACCOUNT,edit_account
BIM,can you show me the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
BLQW,want assistance creating a bloody new account,ACCOUNT,create_account
BE,I cannot change the last order,ORDER,change_order
BLQ,i want assistance retrieving my pwd,ACCOUNT,recover_password
BK,submit product review,FEEDBACK,review
BI,how do I delete my account?,ACCOUNT,delete_account
BI,can you help me to check how long refunds take?,REFUND,check_refund_policy
B,I want help to set a new shipping address up,SHIPPING_ADDRESS,set_up_shipping_address
B,help with canceling the order I have made,ORDER,cancel_order
BEP,I do not know how I could track an order,ORDER,track_order
B,assistance to contact an agent,CONTACT,contact_human_agent
BLQW,i want assistance to file a fucking consumer reclamation,FEEDBACK,complaint
BI,is it possible to edit the information on my account?,ACCOUNT,edit_account
BP,I would like to know about a shipping address change,SHIPPING_ADDRESS,change_shipping_address
BL,I need help modifying the user data,ACCOUNT,edit_account
B,help me to check when my delivery is going to arrive,DELIVERY,delivery_period
BILQ,is it possible to open another account for my dad,ACCOUNT,create_account
B,I have a problem with cancelling an order I made,ORDER,cancel_order
BIM,can you give me information about user account deletions?,ACCOUNT,delete_account
BM,I want assistance to get refunds,REFUND,get_refund
B,question about my registration,ACCOUNT,registration_problems
B,I don't know what to do to report an issue with payment,PAYMENT,payment_issue
BKL,seeing accepted payment options,PAYMENT,check_payment_methods
B,assistance to make a purchase,ORDER,place_order
BLQ,need to chat with a live agent,CONTACT,contact_human_agent
BIL,where can I see what payment methods you accept?,PAYMENT,check_payment_methods
BLW,I don't know how to sign up to the damn newsletter,NEWSLETTER,newsletter_subscription
BIL,how do I unsubscribe from your newsletter?,NEWSLETTER,newsletter_subscription
BM,I try to buy several items,ORDER,place_order
B,I try to delete my account,ACCOUNT,delete_account
BCELM,"I cannot register, I need help reporting issues",ACCOUNT,registration_problems
B,assistance to track the refund,REFUND,track_refund
BP,I would like to make a purchase,ORDER,place_order
BL,I try to correct my shipping address,SHIPPING_ADDRESS,change_shipping_address
BI,can you help me to solve a payment issue?,PAYMENT,payment_issue
BE,I do not know what to do to report a registration issue,ACCOUNT,registration_problems
BM,send me the invoices from one purchases ago,INVOICE,get_invoice
BIMP,how could I find information about the delivery periods?,DELIVERY,delivery_period
BLW,I need help to lodge a bloody complaint against your company,FEEDBACK,complaint
BEL,I cannot correct the delivery address,SHIPPING_ADDRESS,change_shipping_address
BIP,could you show me the status of my refund?,REFUND,track_refund
B,I don't know what I need to do to talk to an agent,CONTACT,contact_human_agent
BIM,where do I check what options for delivery I have?,DELIVERY,delivery_options
BLZ,I need assistance seeing the accepted payment method,PAYMENT,check_payment_methods
B,I need help to use another account,ACCOUNT,switch_account
BI,can you help me switching to another account?,ACCOUNT,switch_account
BIMP,where could I get information about user account deletions?,ACCOUNT,delete_account
BI,how can I delete my account?,ACCOUNT,delete_account
BM,I have to find the invoices from my last purchase,INVOICE,check_invoice
B,help getting the invoice from last month,INVOICE,get_invoice
BM,I need help reporting registration issues,ACCOUNT,registration_problems
BIMP,would it be possible to report an issue with payments?,PAYMENT,payment_issue
B,assistance to check your money back policy,REFUND,check_refund_policy
BI,where to cancel the subscription to your company newsletter?,NEWSLETTER,newsletter_subscription
BIM,where to check what options for delivery are available?,DELIVERY,delivery_options
BLQ,want help creating another freemium account,ACCOUNT,create_account
BI,was my refund processed already?,REFUND,track_refund
BIM,where can I report payment issues?,PAYMENT,payment_issue
BIMP,will you show me what options for delivery I have?,DELIVERY,delivery_options
BLW,assistance to cancel the goddamn user account,ACCOUNT,delete_account
B,I want to check in what cases can I ask for my money back,REFUND,check_refund_policy
BI,where can I get information about a shipping address change?,SHIPPING_ADDRESS,change_shipping_address
BMP,I don't know how I could get the invoices from last month,INVOICE,get_invoice
B,tell me about subscribing to your company newsletter,NEWSLETTER,newsletter_subscription
B,help me to check if there is anything wrong with my refund,REFUND,track_refund
BIM,can I check what delivery options I can choose?,DELIVERY,delivery_options
BELQZ,i do not know what to d to update my personal info,ACCOUNT,edit_account
BEM,I do not know how to get the invoices from May,INVOICE,get_invoice
BIM,can you help me to solve issues with payments?,PAYMENT,payment_issue
BM,I want assistance to solve payment issues,PAYMENT,payment_issue
BLQZ,i dont know hwat i need to do to edit the shipping address,SHIPPING_ADDRESS,change_shipping_address
B,I need help using another account,ACCOUNT,switch_account
BI,can you help me finding the invoice?,INVOICE,check_invoice
BIM,can you help me buy some items?,ORDER,place_order
BI,can you help me getting my money back?,REFUND,get_refund
B,I am trying to contact customer service,CONTACT,contact_customer_service
BP,I don't know how I could leave a review for your company,FEEDBACK,review
BIMP,could you tell me about the delivery period?,DELIVERY,delivery_period
B,I want assistance to find my invoice,INVOICE,check_invoice
BKM,report issues with payment,PAYMENT,payment_issue
BM,I want to report payment issues,PAYMENT,payment_issue
BL,I want help changing to another user account,ACCOUNT,switch_account
B,assistance filing a complaint against your business,FEEDBACK,complaint
B,assistance to create an account,ACCOUNT,create_account
BM,I need assistance reporting issues with payments,PAYMENT,payment_issue
BLQ,i dont know how i can switch to a different user profile,ACCOUNT,switch_account
BIP,will you show me how long refunds usually take?,REFUND,check_refund_policy
B,help me check your allowed payment methods,PAYMENT,check_payment_methods
BI,can I check your allowed payment methods?,PAYMENT,check_payment_methods
B,I try to report an issue with payment,PAYMENT,payment_issue
BIM,can you help me check if there is any updates on my refund?,REFUND,track_refund
BIMP,where could I check if there is any updates on my refund?,REFUND,track_refund
BIP,where could I find information about the delivery options?,DELIVERY,delivery_options
BIP,could you help me to report an issue with payment?,PAYMENT,payment_issue
BLQ,i want assistance subscribing to the newsletter,NEWSLETTER,newsletter_subscription
BE,I do not know what to do to get a refund of money,REFUND,get_refund
BIL,how do I check what hours I can contact customer support?,CONTACT,contact_customer_service
BI,what do I have to do to register?,ACCOUNT,create_account
BLQ,i have to see the payment options,PAYMENT,check_payment_methods
BI,what do I need to do to leave a review for a service?,FEEDBACK,review
BI,how can I talk to an agent?,CONTACT,contact_human_agent
BL,help me check what hours I can call customer service,CONTACT,contact_customer_service
BIMP,could you help me buy some items?,ORDER,place_order
B,I need assistance registering,ACCOUNT,create_account
BCELZ,"I am not your customer yet, I need assistaance registering",ACCOUNT,create_account
BIP,could you show me what payment methods you accept?,PAYMENT,check_payment_methods
BLQZ,help me canceling the subscription  to ur newsletter,NEWSLETTER,newsletter_subscription
B,I want help leaving a review for your company,FEEDBACK,review
BLM,help to see the termination fees,CANCELLATION_FEE,check_cancellation_fee
BI,can you help me to get the invoice from my last purchase?,INVOICE,get_invoice
BL,I need assistance to create an online account,ACCOUNT,create_account
BLQ,i dont know how to check ur accepted payment methods,PAYMENT,check_payment_methods
B,I don't know how I can leave a review for a service,FEEDBACK,review
BM,I don't know how to report registration issues,ACCOUNT,registration_problems
B,I have to check the status of my order,ORDER,track_order
BKL,issue with signup,ACCOUNT,registration_problems
BL,I need to check what payment options are allowed,PAYMENT,check_payment_methods
BM,I need assistance to buy several items,ORDER,place_order
B,I want to know about the delivery period,DELIVERY,delivery_period
B,help to get a refund of money,REFUND,get_refund
BI,can you help me remove something?,ORDER,change_order
BLQ,need to change to another account,ACCOUNT,switch_account
BL,I have got to speak to a person,CONTACT,contact_human_agent
BIP,could you tell me more about changing my shipping address?,SHIPPING_ADDRESS,change_shipping_address
B,help tracking my last order,ORDER,track_order
B,I have to track my order,ORDER,track_order
BIM,where to check the invoices from one purchases ago?,INVOICE,check_invoice
BI,where can I set up a different shipping address?,SHIPPING_ADDRESS,set_up_shipping_address
B,I try to track my order,ORDER,track_order
BI,how can I make a purchase?,ORDER,place_order
BK,subscribe to company newsletter,NEWSLETTER,newsletter_subscription
